0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.5	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	-0.2886751345948129	-0.4082482904638631	0.	0.	0.	0.	0.	0.
0.	0.	0.5	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	-0.35355339059327373	0.	0.35355339059327373	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	-0.35355339059327373	0.25	0.	0.25	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.5	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.35355339059327373	0.25	0.	0.25	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	-0.4082482904638631	0.2886751345948129	0.	0.	0.	0.	0.	0.
0.	-0.2886751345948129	0.	0.	0.	0.	0.	-0.4082482904638631	0.	0.	0.	0.	0.	0.	0.	0.
0.	-0.4082482904638631	0.	0.	0.	0.	0.	0.2886751345948129	0.	0.	0.	0.	0.	0.	0.	0.
0.5	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-0.25	0.	-0.35355339059327373	-0.25	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-0.5	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-0.35355339059327373	0.	0.	0.35355339059327373	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-0.25	0.	0.35355339059327373	-0.25	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-0.5
