0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.7071067811865475	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-0.4082482904638631	0.5773502691896258	0.
0.7071067811865475	0.	0.	0.	0.	0.	0.	0.	0.	0.	-0.7071067811865475	0.	0.	0.	0.	0.
0.	-0.4082482904638631	0.	0.	0.	0.	0.	0.2886751345948129	0.	-0.5	0.	0.	0.	0.	0.	0.
0.	0.5773502691896258	0.	0.	0.	0.	0.	0.20412414523193154	0.5	0.35355339059327373	0.	0.	0.	0.	0.	0.
0.	0.	0.	-0.7071067811865475	-0.5	0.	0.5	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.6123724356957945	0.5	-0.35355339059327373	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.6123724356957945	0.	0.2886751345948129	0.20412414523193154	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-0.5	0.	0.	-0.5	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.35355339059327373	0.	0.5	-0.35355339059327373	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.7071067811865475	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.5
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-0.7071067811865475
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-0.5
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
