0.	0.	0.	0.35355339059327373	0.	0.	0.	0.	0.	0.	0.	0.	0.	-0.35355339059327373	0.	0.
0.	0.	-0.20412414523193154	0.	0.2886751345948129	0.	0.	0.	0.	0.	0.	0.	0.20412414523193154	0.	-0.2886751345948129	0.
0.	0.20412414523193154	0.	0.	0.	-0.35355339059327373	0.	-0.14433756729740646	0.	-0.25	0.	0.	0.	0.	0.	0.
-0.35355339059327373	0.	0.	0.	0.	0.	0.	0.	-0.35355339059327373	0.	0.	0.	0.	0.	0.	0.
0.	-0.2886751345948129	0.	0.	0.	-0.25	0.	-0.10206207261596577	0.	0.17677669529663687	0.25	0.	0.	0.	0.	0.
0.	0.	0.35355339059327373	0.	0.25	0.	0.25	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	-0.25	0.	0.30618621784789724	0.	0.17677669529663687	-0.25	0.	0.	0.	0.	0.
0.	0.	0.14433756729740646	0.	0.10206207261596577	0.	-0.30618621784789724	0.	0.	0.	0.	0.30618621784789724	-0.14433756729740646	0.	-0.10206207261596577	0.
0.	0.	0.	0.35355339059327373	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.35355339059327373	0.	0.
0.	0.	0.25	0.	-0.17677669529663687	0.	-0.17677669529663687	0.	0.	0.	0.	-0.17677669529663687	0.25	0.	-0.17677669529663687	0.
0.	0.	0.	0.	-0.25	0.	0.25	0.	0.	0.	0.	0.25	0.	0.	-0.25	0.
0.	0.	0.	0.	0.	0.	0.	-0.30618621784789724	0.	0.17677669529663687	-0.25	0.	0.	0.	0.	0.25
0.	-0.20412414523193154	0.	0.	0.	0.	0.	0.14433756729740646	0.	-0.25	0.	0.	0.	0.	0.	0.35355339059327373
0.35355339059327373	0.	0.	0.	0.	0.	0.	0.	-0.35355339059327373	0.	0.	0.	0.	0.	0.	0.
0.	0.2886751345948129	0.	0.	0.	0.	0.	0.10206207261596577	0.	0.17677669529663687	0.25	0.	0.	0.	0.	0.25
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-0.25	-0.35355339059327373	0.	-0.25	0.
